ipa_funding,ma_premium,ma_risk_score,mbr_with_rx_rebates,partd_premium,pcp_cap,pcp_ffs,plan_premium,prof,reinsurance,risk_score_partd,rx,rx_rebates,rx_with_rebates,rx_without_rebates,spec_cap
13032.6,15120.59,17.41,417.51,660.95,761.7,0.0,16355.72,1547.91,8.81,0.0,1708.12,0.0,1504.33,1833.24,793.7
18050.02,21281.43,30.09,99.64,381.48,692.38,0.0,21276.15,0.0,8.25,0.0,387.78,0.0,366.51,354.89,761.82
8485.67,9927.64,14.6,185.54,181.76,697.91,0.0,10042.52,0.0,8.18,0.0,83.57,0.0,83.15,81.06,687.48
3952.04,4992.2,3.4,833.13,203.79,754.31,0.0,5093.45,1008.7,7.91,0.0,1.32,0.0,1.36,1.34,742.7
6922.66,8083.33,8.47,205.12,11.69,702.11,0.0,8226.41,0.0,9.17,0.0,0.0,0.0,0.0,0.0,701.83
29989.61,37462.2,42.3,88.38,488.45,667.3,0.0,32723.28,164.29,9.04,0.0,91.51,0.0,98.92,104.27,789.47
36808.68,38252.06,53.22,104.59,1282.31,646.95,0.0,41993.36,1769.73,9.33,0.0,11.46,0.0,10.93,12.8,685.57
5092.3,6653.22,7.49,427.32,92.24,667.3,0.0,5824.69,0.0,8.71,0.0,248.75,0.0,244.45,273.83,714.71
3657.17,4232.9,4.4,546.73,101.21,747.07,0.0,4592.11,0.0,8.0,0.0,98.59,0.0,96.44,96.71,714.71
3854.69,4807.43,3.38,549.47,100.54,760.87,0.0,4869.44,0.0,8.96,0.0,184.05,0.0,164.4,171.8,705.18
5002.16,5575.66,4.25,1628.8,137.17,642.2,0.0,5433.57,0.0,9.0,0.0,5240.11,0.0,5751.61,6059.96,710.6
8440.51,9753.24,13.53,196.95,52.21,648.75,0.0,9409.42,0.0,8.09,0.0,0.0,0.0,0.0,0.0,744.94
9189.15,10234.73,13.09,165.49,171.63,752.69,0.0,12194.64,0.0,9.53,0.0,0.0,0.0,0.0,0.0,733.13
20336.85,24385.3,33.54,84.4,353.25,731.45,0.0,23138.97,0.0,8.41,0.0,304.82,0.0,279.96,266.54,680.52
7415.24,9724.82,11.26,249.35,258.04,723.14,0.0,9124.9,0.0,9.52,0.0,171.22,0.0,167.84,158.74,699.84
7422.48,8137.26,7.9,208.33,205.69,701.4,0.0,9052.16,0.0,9.16,0.0,0.0,0.0,0.0,0.0,676.79
7463.93,9531.85,12.88,250.62,179.73,737.62,0.0,9448.92,0.0,8.85,0.0,20.75,0.0,22.83,22.36,704.5
5020.21,5747.12,6.41,356.45,63.72,712.83,0.0,6266.9,0.0,8.12,0.0,0.0,0.0,0.0,0.0,689.4
3760.37,3955.07,2.8,466.25,170.1,680.93,0.0,4723.66,0.0,8.94,0.0,119.35,0.0,111.99,101.07,719.58
9798.37,10371.86,13.12,273.95,238.8,749.46,0.0,11128.46,0.0,9.51,0.0,1016.67,0.0,913.04,904.73,712.65
3882.88,4094.52,4.4,419.29,104.72,679.61,0.0,4143.36,0.0,9.56,0.0,113.4,0.0,121.85,121.0,811.11
23714.82,25644.34,34.61,1365.86,656.9,682.26,0.0,25638.4,0.0,8.5,0.0,26469.22,0.0,28055.07,26360.85,696.54
13043.08,16571.52,20.39,450.18,391.82,686.27,0.0,17618.1,0.0,8.01,0.0,5339.54,0.0,5212.54,4820.76,674.32
9207.21,12183.15,13.64,200.7,219.21,715.02,0.0,11200.3,0.0,9.27,0.0,464.94,0.0,485.59,492.2,677.41
14678.93,17403.16,19.91,108.16,475.49,649.95,0.0,18733.81,0.0,9.2,0.0,71.32,0.0,62.35,61.78,689.4
8618.19,9878.8,11.71,207.22,230.43,669.86,0.0,8821.16,0.0,9.04,0.0,0.0,0.0,0.0,0.0,725.23
3960.56,4621.88,4.81,466.94,85.85,729.93,0.0,4311.03,0.0,8.55,0.0,0.0,0.0,0.0,0.0,821.92
16533.27,18165.31,22.77,958.28,502.8,732.98,0.0,16889.69,0.0,8.88,0.0,11696.84,0.0,11743.96,11117.02,763.4
14182.67,18310.22,23.43,150.7,317.6,777.78,0.0,15940.47,0.0,8.91,0.0,466.76,0.0,445.82,454.15,699.84
11472.17,12813.29,16.83,186.58,317.87,686.27,0.0,12656.32,0.0,8.0,0.0,465.11,0.0,427.05,445.49,774.59
2267.7,2319.03,9.78,704.46,171.51,726.14,0.0,2742.23,0.0,9.67,0.0,0.0,0.0,0.0,0.0,730.96
13661.02,14902.91,17.23,136.55,295.21,664.77,0.0,15063.17,0.0,8.1,0.0,31.48,0.0,27.76,27.84,784.44
24197.47,30423.29,36.48,97.11,540.35,668.58,0.0,29482.18,0.0,9.62,0.0,5.97,0.0,5.89,5.9,749.47
3119.56,4331.52,3.83,497.09,47.55,743.89,0.0,4163.98,0.0,8.53,0.0,0.0,0.0,0.0,0.0,766.56
9955.42,11343.6,12.74,365.73,469.74,712.11,0.0,12257.29,695.2,8.9,0.0,1086.61,0.0,1039.51,973.34,750.99
3715.86,3923.45,4.63,445.35,99.81,702.11,0.0,4754.65,0.0,9.34,0.0,0.0,0.0,0.0,0.0,817.38
14196.39,17013.04,20.39,125.61,394.49,639.85,0.0,18920.49,0.0,8.95,0.0,1.53,0.0,1.5,1.57,686.21
13446.77,14073.6,17.83,237.1,488.31,736.07,0.0,14795.09,1597.04,8.36,0.0,94.83,0.0,104.26,104.48,674.32
10942.84,12686.25,15.28,157.39,500.85,728.41,0.0,12442.34,0.0,8.53,0.0,200.38,0.0,185.88,172.19,791.16
12881.42,15427.57,20.33,159.65,282.95,690.34,0.0,14674.66,0.0,8.7,0.0,365.73,0.0,359.92,371.74,711.28
6483.27,7695.12,9.47,286.69,105.75,720.91,0.0,7184.2,0.0,8.67,0.0,0.0,0.0,0.0,0.0,697.2
6025.65,7131.07,9.67,1125.46,120.55,667.3,0.0,8030.79,0.0,8.19,0.0,6305.03,0.0,6021.73,5611.3,638.91
3933.17,4449.13,5.2,425.51,150.99,699.3,0.0,5035.27,0.0,8.97,0.0,0.0,0.0,0.0,0.0,671.79
4145.69,5070.9,5.36,449.52,78.48,661.63,0.0,4835.03,0.0,8.77,0.0,172.9,0.0,175.0,163.42,767.12
11525.02,12687.66,14.36,158.84,1156.72,661.0,0.0,15063.74,0.0,8.41,0.0,0.0,0.0,0.0,0.0,694.02
9932.09,13289.93,17.26,173.88,144.46,667.3,0.0,12859.47,0.0,8.03,0.0,153.02,0.0,163.87,165.4,729.89
4090.83,5504.44,5.51,548.15,53.54,735.29,0.0,4821.78,200.0,9.06,0.0,341.69,0.0,328.95,352.1,706.78
5455.34,6298.13,6.01,332.58,64.42,673.72,0.0,6093.66,0.0,8.67,0.0,0.0,0.0,0.0,0.0,719.27
4149.18,5113.42,6.53,441.52,106.12,651.77,0.0,4927.96,0.0,8.14,0.0,196.14,0.0,229.22,197.24,685.77
5859.48,6400.1,8.44,354.23,147.63,668.58,0.0,6320.72,0.0,9.01,0.0,377.36,0.0,382.7,358.88,721.52
8279.09,9882.59,11.02,258.57,199.71,725.39,0.0,9560.84,0.0,9.27,0.0,85.19,0.0,93.41,80.89,631.91
11984.99,11770.7,15.11,198.01,404.93,687.62,0.0,12396.91,0.0,8.7,0.0,0.0,0.0,0.0,0.0,698.22
7341.88,8208.88,8.93,284.85,251.42,774.34,0.0,8753.55,0.0,8.49,0.0,652.17,0.0,548.55,615.25,671.13
3175.78,3889.4,3.3,680.86,55.17,685.6,0.0,3277.75,0.0,8.41,0.0,0.0,0.0,0.0,0.0,634.23
8241.77,8780.55,10.19,835.27,214.18,648.75,0.0,9453.31,4807.26,8.33,0.0,3.02,0.0,2.97,2.9,683.06
11017.47,10951.81,13.42,212.11,186.48,667.94,0.0,11418.67,0.0,8.19,0.0,1.47,0.0,1.45,1.54,665.33
3935.89,4793.5,5.02,439.37,107.71,760.04,0.0,4490.55,0.0,9.2,0.0,0.0,0.0,0.0,0.0,762.89
6035.63,7071.96,6.9,276.79,101.87,720.16,0.0,6889.97,0.0,9.54,0.0,0.0,0.0,0.0,0.0,650.93
6904.2,8709.87,10.25,274.22,205.77,745.47,0.0,8774.77,0.0,9.62,0.0,57.37,0.0,56.88,54.97,694.02
3991.59,4585.02,5.63,827.59,186.2,773.48,0.0,5223.18,1293.26,9.62,0.0,89.41,0.0,76.75,78.13,758.71
12686.55,13017.05,20.22,498.28,288.45,569.36,0.0,13367.22,0.0,7.91,0.0,4522.38,0.0,4237.3,4454.27,711.51
7698.04,8425.62,9.35,257.91,175.68,522.32,0.0,8698.02,0.0,9.16,0.0,169.81,0.0,172.66,167.69,659.56
10895.88,12564.66,15.31,162.18,541.84,504.59,0.0,14344.72,0.0,8.09,0.0,428.06,0.0,428.06,417.92,651.13
5106.92,5560.02,6.5,271.29,75.98,537.63,0.0,6504.41,0.0,9.31,0.0,0.0,0.0,0.0,0.0,701.71
5121.17,5325.53,4.88,285.82,399.5,546.18,0.0,6348.04,0.0,8.07,0.0,0.0,0.0,0.0,0.0,755.97
3317.64,3748.72,3.17,573.08,120.78,556.68,0.0,3402.9,0.0,9.51,0.0,0.0,0.0,0.0,0.0,763.25
5906.46,5873.96,6.12,301.52,316.32,542.94,0.0,6810.67,0.0,9.04,0.0,72.83,0.0,69.31,66.71,786.81
4505.5,5439.13,5.72,496.9,157.03,507.85,0.0,5544.73,0.0,8.37,0.0,538.33,0.0,519.96,541.81,675.16
4877.94,5718.26,5.66,328.5,212.49,569.95,0.0,6139.13,0.0,9.48,0.0,388.78,0.0,357.67,346.31,680.31
7102.78,8139.53,11.3,241.11,191.54,559.51,0.0,9571.99,0.0,8.34,0.0,313.66,0.0,301.47,305.32,712.22
4079.34,4550.0,4.31,462.29,57.51,564.1,0.0,4312.14,0.0,8.26,0.0,0.0,0.0,0.0,0.0,775.7
7280.58,8221.05,9.71,1105.38,276.84,584.48,0.0,7230.52,0.0,8.94,0.0,5100.1,0.0,4997.02,5668.01,668.2
3819.41,4877.07,3.63,389.13,97.37,502.74,0.0,4907.17,0.0,8.5,0.0,0.0,0.0,0.0,0.0,741.06
4302.14,4782.16,4.91,417.55,168.81,549.45,0.0,5400.99,0.0,8.45,0.0,77.6,0.0,79.08,72.24,723.77
18372.35,20889.54,29.34,139.97,335.59,598.48,0.0,22532.79,71.68,7.93,0.0,1045.89,0.0,1158.58,1012.43,732.69
6338.03,7303.85,9.49,759.12,156.64,525.81,0.0,6667.49,0.0,8.73,0.0,2424.68,0.0,2751.52,2684.2,771.5
3750.05,4987.33,4.63,359.71,139.68,556.12,0.0,4810.81,0.0,8.57,0.0,0.0,0.0,0.0,0.0,658.95
7369.19,7819.01,18.26,230.12,100.48,605.06,0.0,8533.75,0.0,8.76,0.0,0.0,0.0,0.0,0.0,689.51
23544.92,30603.69,45.87,39.94,424.77,0.0,0.0,30695.29,0.0,7.93,0.0,0.0,0.0,0.0,0.0,663.85
9196.53,11940.4,16.76,372.47,317.88,537.11,0.0,11400.0,552.01,9.0,0.0,1592.93,0.0,1701.94,1609.86,660.17
9343.41,12932.31,23.97,147.05,181.08,592.03,0.0,12777.6,0.0,9.27,0.0,69.48,0.0,73.02,67.48,682.26
5379.38,6886.48,6.15,391.19,195.92,562.95,0.0,6679.92,0.0,8.39,0.0,0.0,0.0,0.0,0.0,711.51
3247.05,3931.36,3.94,429.53,208.23,604.4,0.0,4174.84,0.0,7.92,0.0,6.89,0.0,7.94,7.51,728.95
5721.75,5940.46,6.0,290.9,607.92,599.78,0.0,6846.24,0.0,8.22,0.0,284.1,0.0,260.82,268.74,787.68
6345.15,7447.11,8.23,242.77,128.78,527.33,0.0,6513.4,0.0,8.87,0.0,0.0,0.0,0.0,0.0,751.99
9197.06,10247.83,11.88,297.16,243.32,589.5,0.0,10357.11,0.0,8.91,0.0,1196.04,0.0,1193.51,1108.18,754.38
3277.67,3818.48,2.72,451.58,59.3,529.36,0.0,3823.64,0.0,8.92,0.0,0.0,0.0,0.0,0.0,779.93
17423.0,20817.81,23.51,450.71,532.17,556.12,0.0,21444.36,805.45,9.45,0.0,5327.8,0.0,5570.5,5203.65,709.38
9065.39,10584.33,11.77,173.61,160.89,588.24,0.0,10610.98,0.0,9.56,0.0,131.95,0.0,146.73,134.71,730.44
3927.89,4640.07,4.18,469.8,123.78,601.75,0.0,4326.77,0.0,8.39,0.0,98.52,0.0,103.27,89.47,792.93
13681.41,14405.98,21.17,243.2,251.03,529.87,0.0,17230.29,0.0,8.8,0.0,1384.81,0.0,1431.96,1401.95,657.13
7760.09,8609.23,8.24,248.27,521.05,558.38,0.0,9422.24,0.0,8.95,0.0,0.0,0.0,0.0,0.0,679.66
10869.92,14659.78,15.24,151.31,509.95,523.31,0.0,14141.1,0.0,8.55,0.0,353.24,0.0,329.28,357.52,699.65
7106.25,8289.63,8.28,356.4,289.21,504.12,0.0,9030.91,163.62,8.17,0.0,85.18,0.0,80.79,75.45,654.72
6778.66,7397.48,8.83,236.78,80.61,539.74,0.0,6882.04,0.0,9.38,0.0,101.25,0.0,97.17,99.27,661.39
33008.81,39084.62,44.19,381.15,592.12,502.28,0.0,41758.25,11859.89,8.37,0.0,518.35,0.0,563.68,530.91,660.78
4357.25,4845.28,5.66,413.39,190.74,568.77,0.0,5131.07,0.0,8.28,0.0,0.0,0.0,0.0,0.0,739.52
4616.73,4836.48,6.0,351.07,139.89,513.06,0.0,4660.62,0.0,9.45,0.0,0.0,0.0,0.0,0.0,751.99
10707.98,12773.87,16.12,275.79,189.05,532.95,0.0,14272.76,0.0,8.22,0.0,1402.62,0.0,1472.23,1322.77,673.25
4631.31,4755.52,5.62,402.16,213.05,571.13,0.0,5961.27,0.0,9.32,0.0,543.35,0.0,457.95,519.01,681.6
3428.48,3566.51,3.86,445.85,47.15,590.76,0.0,4062.82,0.0,9.15,0.0,0.0,0.0,0.0,0.0,742.6
4680.94,5048.1,5.66,378.99,128.58,553.32,0.0,4755.08,0.0,9.31,0.0,0.0,0.0,0.0,0.0,705.18
6046.54,7576.12,10.13,903.6,177.41,534.5,0.0,7013.67,0.0,8.33,0.0,3928.99,0.0,4042.76,3905.44,700.33
9999.64,11828.52,13.38,636.98,256.35,535.54,0.0,10433.93,0.0,9.4,0.0,4325.63,0.0,4407.63,5132.51,657.13
50781.55,61139.04,71.82,70.05,1090.43,590.76,0.0,62210.17,2131.47,8.65,0.0,0.0,0.0,0.0,0.0,662.62
4609.55,5726.28,5.35,557.06,213.04,514.02,0.0,5618.71,659.32,8.61,0.0,221.18,0.0,216.83,238.16,665.71
7184.43,8648.92,8.5,369.79,190.02,586.98,0.0,8264.44,0.0,9.17,0.0,691.35,0.0,669.1,567.94,690.17
5370.94,6350.96,5.25,318.29,244.64,532.43,0.0,6161.73,0.0,8.8,0.0,140.85,0.0,149.34,135.37,683.56
8515.75,10426.7,11.14,189.95,101.74,539.74,0.0,10048.08,0.0,8.83,0.0,0.0,0.0,0.0,0.0,701.71
19421.52,23004.5,30.93,72.71,649.14,594.59,0.0,25890.57,0.0,9.21,0.0,66.8,0.0,79.64,70.89,676.44
3691.28,4496.68,4.39,363.91,52.11,552.21,0.0,4304.41,0.0,8.22,0.0,0.0,0.0,0.0,0.0,696.23
8126.19,9781.96,10.12,434.62,373.87,550.0,0.0,8981.08,0.0,8.59,0.0,1719.73,0.0,1754.61,1905.34,667.58
5507.79,5956.25,7.72,264.17,141.48,500.91,0.0,6331.07,0.0,8.54,0.0,48.85,0.0,44.99,54.33,719.4
3907.4,4063.26,4.19,503.31,114.65,564.68,0.0,4069.99,0.0,7.99,0.0,43.05,0.0,42.41,45.99,747.27
3542.01,4059.39,4.66,436.35,104.92,577.12,0.0,4804.29,0.0,9.05,0.0,35.21,0.0,35.63,33.11,663.23
17086.2,20258.68,25.29,647.1,227.5,525.31,0.0,20601.87,0.0,8.59,0.0,8356.23,0.0,9019.96,8920.04,688.18
3839.35,3658.68,3.94,459.34,263.9,567.01,0.0,3915.2,0.0,9.61,0.0,209.03,0.0,200.8,206.61,728.95
11852.41,13213.0,16.61,158.59,336.75,554.44,0.0,14190.82,0.0,9.16,0.0,69.0,0.0,63.47,64.96,677.72
9721.5,10082.57,12.08,226.57,247.7,599.13,0.0,10136.64,0.0,9.21,0.0,315.39,0.0,308.98,274.1,765.71
21656.09,26808.65,33.64,367.96,324.63,569.36,0.0,24707.26,0.0,8.63,0.0,6059.53,0.0,5817.62,5992.68,743.38
7106.85,8620.86,7.86,240.76,235.49,551.1,0.0,7525.66,0.0,8.62,0.0,193.12,0.0,207.39,182.19,747.27
4085.32,4222.39,5.47,367.24,151.64,522.32,0.0,5149.57,0.0,8.39,0.0,99.55,0.0,107.04,117.74,690.17
12464.44,14549.25,21.19,119.86,282.22,557.24,0.0,14571.04,0.0,9.13,0.0,0.0,0.0,0.0,0.0,706.57
7512.46,9638.97,10.03,281.93,241.6,520.83,0.0,9655.38,0.0,9.17,0.0,930.05,0.0,930.05,972.19,679.66
5082.74,5247.23,7.2,315.56,142.44,557.24,0.0,6041.66,0.0,8.55,0.0,0.0,0.0,0.0,0.0,694.88
13172.58,16572.57,15.78,201.45,593.92,557.24,0.0,14970.13,833.37,8.83,0.0,1.42,0.0,1.4,1.4,773.17
3969.47,4993.4,5.03,400.66,82.17,550.55,0.0,4752.3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,727.46
5220.06,6183.48,5.64,313.14,164.95,553.88,0.0,5887.71,0.0,9.11,0.0,56.98,0.0,53.71,48.58,782.5
9231.14,9193.69,10.01,435.27,213.81,530.89,0.0,10674.33,2325.83,9.03,0.0,0.0,0.0,0.0,0.0,705.18
4687.07,5525.21,4.27,442.08,122.66,571.73,0.0,5481.08,0.0,8.97,0.0,370.53,0.0,344.29,378.61,776.54
4134.01,4598.58,5.48,371.99,145.17,585.11,0.0,5190.79,0.0,8.6,0.0,0.0,0.0,0.0,0.0,703.79
8476.12,8916.7,12.78,182.7,828.94,515.46,0.0,9120.87,0.0,9.22,0.0,0.0,0.0,0.0,0.0,792.05
4048.58,4636.37,6.38,428.66,62.21,537.63,0.0,5169.11,0.0,8.41,0.0,0.0,0.0,0.0,0.0,676.44
10016.59,10724.95,14.74,173.68,250.7,580.17,0.0,11606.26,0.0,9.14,0.0,57.97,0.0,61.02,59.49,712.22
16156.9,19564.95,24.45,122.47,336.37,595.88,0.0,20968.33,0.0,8.29,0.0,193.67,0.0,215.1,196.6,738.76
18726.9,22846.25,29.26,129.05,437.82,544.55,0.0,20911.74,0.0,8.06,0.0,892.99,0.0,869.44,919.67,739.52
4366.27,4312.95,3.24,355.7,93.94,520.83,0.0,4939.21,0.0,9.61,0.0,0.0,0.0,0.0,0.0,740.29
3642.52,4313.83,3.4,413.43,175.05,546.72,0.0,4361.34,0.0,8.73,0.0,0.0,0.0,0.0,0.0,685.53
21270.07,22466.26,31.1,94.87,626.65,533.46,0.0,27072.01,0.0,9.33,0.0,380.23,0.0,359.22,412.08,651.73
3765.46,4398.67,4.43,551.86,49.9,500.91,0.0,3867.69,0.0,9.41,0.0,0.0,0.0,0.0,0.0,691.51
4401.16,5755.11,5.8,337.92,29.63,564.1,0.0,5315.2,0.0,9.13,0.0,0.0,0.0,0.0,0.0,789.42
23194.33,22919.3,30.63,227.56,568.04,511.15,0.0,23928.89,2363.05,9.47,0.0,734.34,0.0,687.21,710.34,758.38
11186.03,15026.57,16.22,211.55,338.78,512.58,0.0,13247.44,0.0,9.22,0.0,842.38,0.0,972.26,861.84,741.06
11820.03,14064.62,19.97,192.25,385.27,568.18,0.0,13982.25,0.0,8.67,0.0,790.42,0.0,712.03,763.19,657.73
5092.03,6055.41,8.02,306.2,74.02,559.51,0.0,6453.27,0.0,7.97,0.0,79.77,0.0,85.37,77.54,785.95
35583.68,46707.45,55.17,57.03,312.82,542.41,0.0,47432.94,0.0,9.43,0.0,109.13,0.0,116.75,116.98,722.31
3890.76,4348.31,2.88,485.0,124.33,609.08,0.0,4093.9,0.0,8.44,0.0,0.0,0.0,0.0,0.0,682.91
4097.87,4701.59,5.08,400.67,157.97,561.8,0.0,4759.94,0.0,9.51,0.0,74.67,0.0,66.32,69.74,705.18
4588.29,5930.28,6.65,316.5,143.93,539.22,0.0,5863.72,0.0,8.91,0.0,0.0,0.0,0.0,0.0,649.35
4118.36,5181.87,3.36,373.18,119.81,518.87,0.0,5392.15,0.0,9.19,0.0,185.76,0.0,172.14,194.81,651.13
7621.14,9385.65,11.61,233.32,171.15,611.11,0.0,8643.91,0.0,9.02,0.0,359.04,0.0,424.17,369.77,751.99
14190.69,15942.89,21.44,117.84,406.49,596.53,0.0,17129.24,0.0,8.17,0.0,70.09,0.0,68.53,69.94,767.35
3866.26,4398.65,4.82,421.32,133.59,532.95,0.0,4258.96,0.0,8.5,0.0,0.0,0.0,0.0,0.0,746.49
3574.14,4664.35,5.14,408.48,63.93,600.44,0.0,4369.86,0.0,8.87,0.0,0.0,0.0,0.0,0.0,672.61
5076.39,6110.21,5.45,354.17,161.85,568.18,0.0,6048.05,0.0,8.21,0.0,0.0,0.0,0.0,0.0,685.53
7008.13,7524.23,9.91,296.56,313.08,561.22,0.0,8744.27,0.0,9.02,0.0,519.58,0.0,506.33,470.78,779.93
19804.81,20736.75,33.0,88.17,429.19,592.67,0.0,22127.46,0.0,7.97,0.0,0.0,0.0,0.0,0.0,772.34
8502.16,9656.21,11.33,199.89,191.95,590.13,0.0,9509.23,0.0,8.73,0.0,34.98,0.0,37.6,41.28,772.34
32197.52,37266.56,44.86,77.97,623.3,609.08,0.0,38826.41,0.0,8.09,0.0,10.19,0.0,9.59,9.41,680.31
6670.95,7969.56,10.31,205.92,237.98,504.12,0.0,7447.17,0.0,9.48,0.0,0.0,0.0,0.0,0.0,790.3
8614.2,9479.44,9.1,242.95,159.55,601.75,0.0,8874.5,0.0,8.44,0.0,0.0,0.0,0.0,0.0,769.84
3584.97,3818.42,2.68,574.66,80.65,545.09,0.0,4050.53,0.0,8.54,0.0,89.23,0.0,80.08,79.92,715.07
14783.01,15081.61,19.23,126.26,302.5,535.02,0.0,15559.24,0.0,9.58,0.0,236.62,0.0,220.81,232.74,734.2
3289.16,3550.14,3.71,413.29,58.1,577.12,0.0,4345.79,0.0,8.54,0.0,0.0,0.0,0.0,0.0,761.62
3856.65,4395.44,5.03,480.06,209.98,558.38,0.0,5013.14,0.0,8.8,0.0,456.95,0.0,457.38,473.04,771.5
9484.18,10461.02,14.16,146.89,303.31,548.35,0.0,11978.45,0.0,8.04,0.0,133.75,0.0,123.82,124.82,699.65
17934.77,22734.55,30.22,128.3,260.15,537.11,0.0,21849.66,0.0,8.66,0.0,1073.37,0.0,1149.48,1013.19,779.08
10461.65,10433.08,13.06,206.43,388.21,531.4,0.0,10848.59,0.0,9.26,0.0,96.04,0.0,98.46,96.04,727.46
7456.7,9428.21,8.83,200.12,292.67,538.69,0.0,9480.36,0.0,9.19,0.0,0.0,0.0,0.0,0.0,720.12
4115.33,4674.31,4.59,432.19,110.01,598.48,0.0,4066.2,0.0,8.49,0.0,0.0,0.0,0.0,0.0,785.95
6725.96,7258.14,9.68,256.8,250.57,527.33,0.0,6716.58,0.0,8.61,0.0,0.0,0.0,0.0,0.0,771.5
11350.84,12012.42,19.55,198.07,406.29,524.31,0.0,12773.32,0.0,8.33,0.0,580.39,0.0,596.4,555.88,656.52
10344.28,12863.25,14.12,171.41,122.93,605.73,0.0,12123.6,0.0,8.04,0.0,252.94,0.0,279.05,270.56,656.52
5447.98,5729.96,6.68,269.47,98.84,524.31,0.0,6124.97,0.0,9.24,0.0,0.0,0.0,0.0,0.0,733.44
7719.75,8156.3,8.77,485.6,325.12,512.1,0.0,8126.94,0.0,8.63,0.0,2113.15,0.0,2037.53,1896.0,755.17
4536.1,5358.89,5.1,289.88,85.8,601.09,0.0,5195.25,0.0,9.14,0.0,0.0,0.0,0.0,0.0,779.08
5520.87,6172.8,5.81,265.49,35.63,605.73,0.0,6013.79,0.0,9.25,0.0,0.0,0.0,0.0,0.0,656.52
10701.48,10897.6,13.2,225.18,143.07,597.83,0.0,12537.08,0.0,8.08,0.0,634.51,0.0,623.19,637.92,669.46
8564.61,10306.77,14.96,297.93,334.98,500.45,0.0,9780.48,0.0,8.85,0.0,1091.16,0.0,1035.31,1077.17,666.33
5325.15,6231.58,7.05,413.84,146.61,546.72,0.0,6447.6,0.0,9.14,0.0,314.54,0.0,288.83,299.95,667.58
12820.86,13836.93,15.39,154.72,261.87,520.83,0.0,14179.9,0.0,9.1,0.0,242.62,0.0,210.66,230.02,648.76
8401.05,9596.88,10.47,195.99,343.97,549.45,0.0,10113.2,0.0,7.98,0.0,67.49,0.0,62.81,71.1,763.25
10258.44,10681.09,15.47,175.97,203.03,514.98,0.0,11674.03,0.0,8.51,0.0,0.0,0.0,0.0,0.0,649.95
6839.11,8352.08,9.38,1290.45,365.89,583.24,0.0,8596.58,7604.56,9.18,0.0,506.45,0.0,508.86,487.95,753.58
6062.26,7105.77,9.47,218.95,193.98,586.98,0.0,7809.92,0.0,8.9,0.0,0.0,0.0,0.0,0.0,792.93
2650.33,3079.18,2.75,1644.2,53.37,711.38,0.0,3425.16,1386.62,8.61,0.0,0.0,0.0,0.0,0.0,631.93
3926.73,4250.76,2.81,710.37,277.94,690.34,0.0,4846.42,0.0,8.15,0.0,315.07,0.0,320.52,332.01,693.76
9776.84,10802.47,12.38,315.53,154.07,770.93,0.0,10381.09,0.0,9.43,0.0,142.88,0.0,151.77,144.48,680.44
5720.37,6370.56,7.17,455.48,92.37,663.51,0.0,5845.31,0.0,9.02,0.0,0.0,0.0,0.0,0.0,623.16
8454.27,9129.59,10.14,371.71,201.68,697.21,0.0,9433.51,0.0,8.29,0.0,68.15,0.0,62.57,68.15,654.02
12740.4,12941.81,20.02,304.67,161.94,690.34,0.0,14420.49,784.6,8.27,0.0,37.51,0.0,34.15,38.57,642.79
10945.78,13242.54,14.66,1995.49,151.01,765.86,0.0,12159.26,1172.41,9.11,0.0,15898.44,0.0,18921.75,18224.63,706.12
9799.58,11996.56,17.14,311.59,322.81,655.43,0.0,13506.36,0.0,9.63,0.0,554.02,0.0,536.2,530.7,716.64
10122.22,12116.35,13.96,238.4,274.95,691.02,0.0,10876.28,0.0,9.02,0.0,93.64,0.0,93.01,91.51,691.62
7060.88,9314.02,12.03,380.62,133.08,760.04,0.0,8107.3,0.0,8.39,0.0,0.0,0.0,0.0,0.0,688.79
18033.81,21722.78,35.94,192.16,340.49,754.31,0.0,23802.48,510.92,9.2,0.0,291.64,0.0,300.97,335.1,649.6
9535.45,10314.49,11.07,371.51,488.04,675.02,0.0,11206.99,0.0,8.43,0.0,303.15,0.0,303.46,281.95,661.73
16432.33,21249.73,26.37,190.88,341.19,713.56,0.0,19978.52,0.0,9.09,0.0,532.89,0.0,560.75,561.83,668.96
23394.79,28554.88,37.76,150.15,505.07,695.83,0.0,27551.54,0.0,8.1,0.0,561.89,0.0,614.73,649.34,712.09
2900.69,3359.19,3.0,976.44,58.02,662.88,0.0,3144.4,0.0,9.11,0.0,0.0,0.0,0.0,0.0,651.49
6944.01,7841.57,10.02,397.11,164.93,758.4,0.0,8186.4,0.0,8.56,0.0,1.36,0.0,1.49,1.48,620.29
10294.43,12332.79,19.17,621.94,319.87,720.16,0.0,13402.13,438.48,8.32,0.0,3640.52,0.0,4032.81,3494.35,662.38
12410.34,13335.46,16.26,256.89,281.57,726.14,0.0,15155.6,0.0,8.92,0.0,619.58,0.0,594.7,637.36,748.49
7246.67,8272.51,11.11,348.68,143.35,676.98,0.0,7981.31,0.0,9.63,0.0,207.89,0.0,207.89,203.82,654.02
9903.89,11211.46,14.77,247.43,211.71,747.86,0.0,10673.17,0.0,8.15,0.0,0.0,0.0,0.0,0.0,679.07
